"Extension","Description","Category","Format","Programming Language","Program Support"
".xqy","File written using XQuery, an XML data retrieval and manipulation language; contains source code that reads and extracts information from the data model stored in an XML data source; used in various Web and desktop software products for handling XML content.","Developer Files","Text","XQuery","SyncRO Soft oXygen XML Editor, Progress Stylus Studio, Altova XMLSpy, Liquid Technologies Liquid XML Studio, Microsoft XML Notepad, Other text editor, MacroMates TextMate, Any text editor"
".image","File containing exact copy of data from a Mac-formatted disk; can be mounted on the desktop like a CD or other disk; used by Disk Copy and ShrinkWrap.","Disk Image Files","N/A","Not Found","Apple Disk Utility, Roxio Toast 18, Roxio Popcorn, Disk Copy, ShrinkWrap, OpenQwaq"
".j","Contains program source code written in the Java programming language; may include the source code for a complete program or may be one of many files referenced by a Java programming project.","Developer Files","Text","Objective-J","Oracle Java Virtual Machine, Eclipse IDE for Java Developers, gVim, javac, vim, ARJ Software JAR, Any picture viewer, Any Web browser"
".xst","An XST file is a template used by WebSphere Application Server (WAS), a server program that hosts Java-based web applications. It typically contains an SQLtoXML Java class, database connection information, and an SQL query. XST files are used to generate XML data from SQL database queries.","Settings Files","XML","Not Found","IBM WebSphere, Microsoft Visual Studio Code, XMLBlueprint XML Editor, Microsoft XML Notepad, MacroMates TextMate, Bare Bones BBEdit, SCREEM"
".jnlp","A JNLP file is created in the Java Network Launching Protocol (JNLP) format. It contains information such as the remote address for downloading a Java program (.JAR file) and the initial class to run. JNLP files are used for launching and managing Java programs over a network or on the web.","Web Files","XML","Not Found","Oracle Java Web Start — Discontinued, Karakun OpenWebStart, Any text editor"
".jspx","XHTML Web page generated from a server using JSP functions; used for providing dynamic content on the Web; similar to a .JSP file, but uses XML syntax; can be edited with Web development program or a basic text editor.","Web Files","XML","Not Found","SyncRO Soft oXygen XML Editor, Any text editor, Any Web browser, Apache Tomcat"
".xsx","An XSX file is an XML properties file used by Microsoft Visual Studio, a Windows Integrated Development Environment (IDE). It contains layout settings for an XML schema, which is stored in an .XSD file. Previous versions of Visual Studio auto-generated XSX files when developers designed schema layouts in the XML Schema Designer interface.","Developer Files","XML","Not Found","Microsoft Visual Studio 2019"
".link","Contains a link to specific file or song on an iPod; redirects to the file when selected; similar to a link on a website; used by various iPod programs","Misc Files","N/A","Not Found","Apple iPod Software"
".mbox","An MBOX file is an email mailbox saved in a mail storage format used for organizing email messages in a single text file. It saves messages in a concatenated format where each message is stored after another, starting with the ""From"" header. MBOX files were originally used by Unix hosts but are now supported by other email applications, including Apple Mail and Mozilla Thunderbird.","Text Files","Text","Not Found","Mozilla Thunderbird, CoolUtils Total Thunderbird Converter, Kernel MBOX Viewer, Aryson MBOX to PST Converter, Apple Mail, Microsoft Outlook 365, GNOME Evolution"
".zhtml","Webpage parsed by RabbitWeb, a Web server that integrates .C program code with special HTML tags; contains ""ZHTML"" commands embedded within the webpage that are used to generate dynamic content for the webpage; can sometimes be seen as "".zhtml"" in a Web browser's URL.","Web Files","Binary","Not Found","Digi International RabbitWeb, Any Web browser, Winferno Secure IE"
".mod","A MOD file is a music module file saved in the standard music module format, which originated from the Amiga module format. It contains note patterns (similar to a .MIDI file) and sound samples, representing different instruments that are played back according to the notes. MOD files are typically used for background music in video games and in the ""demoscene"" computer art subculture.","Audio Files","N/A","XML","Nullsoft Winamp, VideoLAN VLC media player, Impulse Tracker, KMPlayer, Schism Tracker, MikMod, MilkyTracker, Cog, UModPlayer, Extended Module Player, XMMS, gxine, PureModPla‪y, Lars Forsberg VividTracke‪r, Xmp Mod Player, File Viewer Plus — Get it from Microsoft, Roxio Creator NXT Pro 7, CyberLink PowerDirector 365, CyberLink PowerProducer 6, Nero 2019, iOrgsoft MOD Converter, JVC Everio Utility, Totem, GNU GRUB, G95, Intel Fortran Compiler, Silverfrost FTN95, Absoft Pro Fortran, Lahey/Fujitsu Fortran for Windows, IBM XL Fortran, Lahey/Fujitsu Fortran for Linux, Open64, BioWare Neverwinter Nights, BioWare Aurora Neverwinter Nights Toolset, AMPL, Siemens PLM Software Femap, Graphisoft ArchiCAD"
".off","ASCII based format used for describing 3D objects; defines collections of planar polygons and vertices that create the object's surface.","3D Image Files","Text","Not Found","MeshLab, GLC_Player, RoffView, Blaze3D, Online 3D Viewer"
".prg","Program file used by various applications; may be an executable function or script that can be run within another program; may also be a text file that contains source code, which can be compiled into an executable program.","Executable Files","N/A","xBase","Referenced by various programs, Any text editor, Hexagon Metrology PC-DMIS, dBase, Harbour MiniGUI, Clipper, Midicase.com MPC Editor, ABB RobotStudio, CCS64, DirMaster, Joerg Jahnke Mobile C64, File Viewer Plus, Microsoft Visual FoxPro, Gemulator, Polyhedric Software WAVmaker — Discontinued, Polyhedric Software Mellosoftron — Discontinued, FMJ-Software Awave Studio, RPG Toolkit"
".pwd","Text document created by Pocket Word for Windows CE, a reduced version of Microsoft Word for the Windows Compact Edition mobile platform; can be opened by TextMaker (included in SoftMaker Office) and converted to more standard formats, such as .DOC and .DOCX.","Text Files","Binary","Not Found","SoftMaker Office, Siemens Solid Edge, Okino Computer Graphics PolyTrans"
".pyc","Compiled source code written in the Python programming language.","Executable Files","N/A","Not Found","Python Software Foundation Python"
".red","CAD file created by CADViewer, a program used for reviewing CAD designs; saves annotations, or redlines, that have been written by a design reviewer; enables notes and other jotted items to be saved alongside a CAD design.","CAD Files","N/A","Red","Tailor Made CADViewer, Red, Microsoft Visual Studio Code, Microsoft Notepad, Github Atom, Any text editor, Apple TextEdit, Vim, Google Chrome Text"
".sea","Compressed file archive that uncompresses itself when opened; often created with StuffIt SEA Maker, part of Stuffit Deluxe for Mac OS X; may also be created by various Mac OS Classic utilities, including StuffIt, Disk Doubler, or Compact Pro.","Compressed Files","Binary","Not Found","Smith Micro StuffIt Deluxe, Smith Micro StuffIt Deluxe Mac 16, The Unarchiver"
".session","Session file created by CATIA version 4, a program used for 3D product design and simulation; contains references to .MODEL files or copies of MODEL files, depending on the save option selected; used to save models from a work session.","3D Image Files","Binary","Not Found","Dassault Systemes CATIA, Okino Computer Graphics PolyTrans, Adobe Acrobat DC, Mozilla Firefox, Session Manager — Discontinued"
".sitx","A SITX file is a compressed file saved in the Stuffit X archive format, the default format used by StuffIt 7.0 and later. It features Smith Micro's exclusive ATOM compression technology and offers up to 20% more compression than standard Stuffit (.SIT) archives.","Compressed Files","Binary","Not Found","Smith Micro StuffIt Deluxe, Smith Micro StuffIt Expander, Smith Micro StuffIt Deluxe Mac 16, Incredible Bee Archiver, The Unarchiver"
".smil","Multimedia presentation written in the Synchronized Multimedia Integration Language (SMIL), which is similar to HTML; used for developing audiovisual slide shows and presentations; may contain text and references to streaming audio and video files.","Video Files","Text","Not Found","RealNetworks RealPlayer 20/20, ACD Systems ACDSee Photo Studio, Apple QuickTime Player, Microsoft Internet Explorer, RealNetworks RealTimes: Video Maker, RealNetworks RealTimes Video Maker"
".swi","An SWI file is a Flash project developed with SWiSH, an easy-to-use Flash authoring tool. It can be used to create basic Flash animations, interactive Flash programs, and web-oriented Flash projects that can access database information. SWI files may also be used to convert video and PowerPoint files to Flash documents.","Video Files","N/A","Not Found","SWiSHzone.com SWiSH Max"
".swp","Swap file created by the Vi text editor or one of its variants such as Vim (Vi iMproved) and gVim; stores the recovery version of a file that is being edited in the program; also serves as a lock file so that no other Vi editing session can concurrently write to the file.","Misc Files","Binary","Not Found","gVim, MacVim, Vim, Vi, Microsoft Windows, Microsoft MS-DOS, Apple macOS"
